2024-02-18 18:27:37.430496,S2,M2,V1,M2_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:37.431493,S2,M2,V1,M2_MS_CheckerOkMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:37.431493,S2,M1,V1,M1_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:37.431493,S2,M1,V1,M1_MS_CheckerOkMaster,True,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:37.432490,S2,M4,V1,M4_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:37.432490,S2,M4,V1,M4_MS_CheckerOkMaster,True,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:37.433519,S2,M5,V1,M5_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:37.433543,S2,M5,V1,M5_MS_CheckerOkMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:37.433543,S2,M6,V1,M6_MS_CheckerOkMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:37.434542,S2,M6,V1,M6_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:47.950793,S2,M2,V1,M2_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:47.972861,S2,M2,V1,M2_MS_CheckerOkMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:47.986859,S2,M1,V1,M1_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:48.030706,S2,M4,V1,M4_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:48.049657,S2,M4,V1,M4_MS_CheckerOkMaster,True,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:48.075008,S2,M5,V1,M5_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:48.110375,S2,M1,V1,M1_MS_CheckerOkMaster,True,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:48.134762,S2,M6,V1,M6_MS_CheckerOkMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:48.159822,S2,M6,V1,M6_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:48.205701,S2,M5,V1,M5_MS_CheckerOkMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:58.945062,S2,M2,V1,M2_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:58.946035,S2,M2,V1,M2_MS_CheckerOkMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:58.947045,S2,M1,V1,M1_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:58.947045,S2,M1,V1,M1_MS_CheckerOkMaster,True,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:58.947045,S2,M4,V1,M4_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:58.948026,S2,M4,V1,M4_MS_CheckerOkMaster,True,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:58.948026,S2,M5,V1,M5_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:58.948026,S2,M5,V1,M5_MS_CheckerOkMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:58.949023,S2,M6,V1,M6_MS_CheckerOkMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-18 18:27:58.949023,S2,M6,V1,M6_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:06:33.578075,S2,M2,V1,M2_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:06:33.685757,S2,M2,V1,M2_MS_CheckerOkMaster,True,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:06:33.844332,S2,M1,V1,M1_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:06:33.949052,S2,M1,V1,M1_MS_CheckerOkMaster,True,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:06:34.050781,S2,M4,V1,M4_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:06:34.050781,S2,M4,V1,M4_MS_CheckerOkMaster,True,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:06:34.051778,S2,M5,V1,M5_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:06:34.051778,S2,M5,V1,M5_MS_CheckerOkMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:06:34.051778,S2,M6,V1,M6_MS_CheckerOkMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:06:34.052775,S2,M6,V1,M6_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:07:50.632702,S2,M2,V1,M2_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:07:51.618977,S2,M2,V1,M2_MS_CheckerOkMaster,True,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:07:52.611141,S2,M1,V1,M1_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:07:53.732164,S2,M1,V1,M1_MS_CheckerOkMaster,True,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:07:55.204418,S2,M4,V1,M4_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:07:56.231881,S2,M4,V1,M4_MS_CheckerOkMaster,True,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:07:57.791997,S2,M5,V1,M5_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:07:58.768296,S2,M5,V1,M5_MS_CheckerOkMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:07:59.742689,S2,M6,V1,M6_MS_CheckerOkMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:08:00.842102,S2,M6,V1,M6_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:08:21.612168,S2,M2,V1,M2_MS_CheckerOkMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:09:18.661181,S2,M2,V1,M2_MS_CheckerOkMaster,True,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:11:56.612486,S2,M2,V1,M2_MS_CheckerNokMaster,True,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
2024-02-19 11:21:15.616428,S2,M2,V1,M2_MS_CheckerNokMaster,False,TEAL_DTVS,TEAL_DTVS01,SUB01,2024-02-18
